algorithm,seed,Yhp,Yhc,D,productivity_DH,process_yield_H_Gin,Bp,Bc,G,A,Hp,Hc,H_total
NSGA2,2,0.7528045975044058,0.6763412501765323,0.12577073758286103,0.7776357626491515,0.30914812840976813,1.8879630803460503,0.20739719068624238,0.5159524545595076,0.016822770073749327,5.749570066653718,0.4333925015416442,6.182962568195363
NSGA2,2,0.675534121246629,0.5732227926070805,0.1755852881685488,0.962548743689645,0.27409720761048895,2.4457439133648715,0.29031478748594813,0.8419257863208042,0.018714935625420773,5.092009895330373,0.38993425687940625,5.481944152209779
NSGA2,2,0.625753513388914,0.5041430017974324,0.20461048396330025,1.0352220255260696,0.25297384705657383,2.8183391171204595,0.34140802924736585,0.9056390307541194,0.01848762841672622,4.712363823183308,0.34711311794816857,5.059476941131477
NSGA2,2,0.6453516995229719,0.49133864983698217,0.19421466517067493,1.010386066858089,0.26012095069395674,2.6630614437262605,0.36902710837183444,0.8517801474930462,0.013845232125708878,4.84595929638231,0.35645971749682487,5.202419013879135
NSGA2,2,0.8441142845471942,0.7849042391871449,0.07766188524653798,0.5291608234564925,0.3406824478807521,1.1644846885854285,0.13921699867009676,0.4967540599348633,0.013940602995068302,6.305633309095857,0.5080156485191849,6.813648957615042
NSGA2,2,0.8825695511866214,0.8483083658600432,0.05579992449657735,0.3917047098081458,0.3509903582684706,0.8673465508948894,0.08960660982619952,0.4301384488110548,0.016620172224550245,6.518698207166824,0.5011089582025875,7.019807165369412
NSGA2,2,0.5119085361670774,0.36645397281616576,0.2718230920985763,1.108682868764716,0.20393463634845516,3.649261388858033,0.43456649773306777,1.134356102868601,0.02078663923728076,3.8273319533013024,0.2513607736678006,4.078692726969103
NSGA2,2,0.7093259381524707,0.6372294045908767,0.15352430926939623,0.8902005951769989,0.2899217066708708,2.2073274122508115,0.2345138903132897,0.7203670497818113,0.021990426440113783,5.3864957112195135,0.41193842219790217,5.798434133417416
NSGA2,2,0.8722672872952649,0.8392312020951044,0.06030496940973851,0.4212726396200193,0.3492851781067225,0.9521295731352944,0.09267144714558113,0.4050752894795693,0.0177892560093391,6.501948187948682,0.4837553741857685,6.98570356213445
NSGA2,2,0.7924388215626995,0.7262230835972476,0.10635383043249697,0.6869013814340106,0.32293213071906635,1.5682846177019978,0.17762014874475807,0.570356537228668,0.016875535048443552,5.987485827953575,0.47115678642775155,6.458642614381327
NSGA2,2,0.533056740595957,0.3887720258238195,0.2599342379601404,1.10523435869703,0.21259884180138516,3.489805487474522,0.42144021490436834,1.1194772987669952,0.020085522384434017,3.9839194613094926,0.2680573747182105,4.251976836027703
NSGA2,2,0.7519023817573678,0.676358080815506,0.12978457421978917,0.7966238364568355,0.306902357713082,1.8785056176542239,0.21289422097441632,0.6502359547569382,0.01817241788709426,5.693133445067855,0.44491370919378503,6.13804715426164
NSGA2,2,0.8467810254373673,0.8071704618341033,0.0735279117483253,0.5041996744910412,0.34286277313086144,1.1550921058158228,0.1131208288647846,0.41568976875579405,0.017967187309627226,6.383739877057457,0.47351558555977097,6.857255462617228
NSGA2,2,0.7259968861030847,0.6549709068688516,0.14482014549419214,0.8578796373935779,0.29618794901293005,2.075022948412414,0.22430075421405982,0.7288290014546203,0.02131545766568543,5.497967441737215,0.42579153852138574,5.923758980258601
NSGA2,2,0.7620219531569754,0.6897373026028054,0.1271793311740246,0.7838178587927747,0.3081545765169362,1.7806547072202472,0.2075114657177981,0.8203770479361047,0.01922942517089959,5.701777940841636,0.4613135894970878,6.163091530338724
NSGA2,2,0.6470499391437472,0.5206814754815219,0.19199918503523655,1.0064679869088524,0.2621021507784371,2.6614341311100325,0.3341052029807992,0.8378181830535867,0.01666306550415672,4.879106093343886,0.3629369222248565,5.2420430155687425
NSGA2,2,0.828811459384354,0.7779758647562094,0.08596439403463044,0.5775479301336103,0.33592276000977056,1.2865808149493871,0.13968493960874995,0.5298659438435447,0.017529263064497796,6.2289970988668735,0.4894581013285373,6.718455200195411
NSGA2,2,0.8268344471744123,0.782445857212903,0.08469603160430701,0.5700265493327645,0.33651313912550374,1.3113368461646864,0.13036485151286328,0.4498133879998871,0.018600343895069083,6.261398173977945,0.46886460853212913,6.730262782510074
NSGA2,2,0.7057274958119373,0.6398791135641594,0.1552973826702168,0.8961202096257332,0.28851748632773083,2.2357561599430467,0.2299216291184575,0.7351444875814318,0.0238656767302172,5.361814554697104,0.4085351718575128,5.770349726554617
NSGA2,2,0.9084952191309719,0.8750175940925583,0.042178387381460694,0.2982891282337842,0.3536042351928511,0.6602666995956935,0.07380225748393662,0.39881080530828644,0.013469240868437007,6.555385786810902,0.51669891704612,7.072084703857022
NSGA2,2,0.8583617081660988,0.7953273910318647,0.07050148147416303,0.48553265685341335,0.3443421660801188,1.0489984918140531,0.13630555727215546,0.5010392836225214,0.012041120518435207,6.3571801497937575,0.5296631718086193,6.8868433216023766
NSGA2,2,0.8825695511866214,0.8412032944334374,0.05374482944729832,0.37778221071884943,0.35145912137399116,0.8707416730695086,0.09154891958101753,0.3416545603397584,0.01316779536270972,6.544214855396955,0.4849675720828673,7.029182427479823
NSGA2,2,0.8180429576198829,0.7610851818662037,0.09063921610258718,0.6036260155299253,0.3329828089238603,1.3750508169845312,0.1499561176146858,0.48435769412716295,0.016341073226878947,6.1819571393878485,0.4776990390893569,6.6596561784772055
NSGA2,2,0.7768843035720742,0.7124873118895187,0.1137469227950559,0.7230952201162321,0.3178526514598872,1.6954539596552003,0.1830093937043537,0.5465553385002898,0.018100055854629333,5.90353610155231,0.45351692764543483,6.357053029197744
